question_id,LGSM_Top1_Correct,LLM_Top1_Correct,Oracle_Sentence,Oracle_Question,Oracle_Answer,Oracle_Verified,LGSM_Sentence,LGSM_Question,LGSM_Answer,LGSM_Verified,LLMJudge_Sentence,LLMJudge_Question,LLMJudge_Answer,LLMJudge_Verified
ctx_validation_190,1,1,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard.,Who noted that Luther's teachings on the afterlife condition of Christians differed from those of later Lutheran theologians like Johann Gerhard?,Franz Pieper,1,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard.,Who noted that Luther's teachings regarding the afterlife condition of Christians differed from those of later Lutheran theologians?,Franz Pieper,1,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard.,Who noted that Luther's teachings regarding the afterlife condition of Christians differed from those of later Lutheran theologians like Johann Gerhard?,Franz Pieper,1
ctx_validation_191,1,1,"Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management.",What do researchers consider terra preta (black earth) to be?,a product of indigenous soil management,1,"Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management.",What do scientists consider terra preta (black earth) to be?,a product of indigenous soil management,1,"Terra preta (black earth), which is distributed over large areas in the Amazon forest, is now widely accepted as a product of indigenous soil management.",What is widely recognized as a result of indigenous soil management in the Amazon forest?,Terra preta (black earth),1
ctx_validation_192,1,1,"In November 1969, Gemini veteran Charles ""Pete"" Conrad and rookie Alan L. Bean made a precision landing on Apollo 12 within walking distance of the Surveyor 3 unmanned lunar probe, which had landed in April 1967 on the Ocean of Storms.","When did Charles ""Pete"" Conrad and Alan L. Bean make their precise landing on Apollo 12?",November 1969,1,"In November 1969, Gemini veteran Charles ""Pete"" Conrad and rookie Alan L. Bean made a precision landing on Apollo 12 within walking distance of the Surveyor 3 unmanned lunar probe, which had landed in April 1967 on the Ocean of Storms.",When did Pete Conrad and Alan Bean make their precise landing on Apollo 12?,November 1969,1,"In November 1969, Gemini veteran Charles ""Pete"" Conrad and rookie Alan L. Bean made a precision landing on Apollo 12 within walking distance of the Surveyor 3 unmanned lunar probe, which had landed in April 1967 on the Ocean of Storms.","When did Charles ""Pete"" Conrad and Alan L. Bean make their precision landing?",November 1969,1
ctx_validation_193,1,1,"As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up.",What happened as a direct consequence of Bronze Age agricultural activities in central Germany?,increased sediment load of the Rhine,1,"As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up.",What factor led to an increase in sediment load and faster delta growth in central Germany?,increasing land clearance (Bronze Age agriculture),1,"As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up.",What was the primary cause of increased sediment loading and faster delta growth in central Germany during the Bronze Age?,increasing land clearance (Bronze Age agriculture),1
ctx_validation_194,1,1,"In this equation, a dimensional constant  is used to describe the relative strength of gravity.",What term describes the relative strength of gravity in the given equation?,Dimensional constant,1,"In this equation, a dimensional constant  is used to describe the relative strength of gravity.",What does the dimensional constant represent in the equation?,relative strength of gravity,1,"In this equation, a dimensional constant  is used to describe the relative strength of gravity.",What does the dimensional constant represent in the given equation?,the relative strength of gravity,1
ctx_validation_195,1,1,"Formed in 1946, Sierra Sky Park Airport is a residential airport community born of a unique agreement in transportation law to allow personal aircraft and automobiles to share certain roads.",What year did Sierra Sky Park Airport form?,1946,1,"Formed in 1946, Sierra Sky Park Airport is a residential airport community born of a unique agreement in transportation law to allow personal aircraft and automobiles to share certain roads.",What year did Sierra Sky Park Airport form?,1946,1,Developer William Smilie created the nation's first planned aviation community.,Who was responsible for creating the nation's first planned aviation community?,William Smilie,1
ctx_validation_196,1,1,"In 2013, the Peabody Awards honoured Doctor Who with an Institutional Peabody ""for evolving with technology and the times like nothing else in the known television universe.""",What award did Doctor Who receive in 2013 from the Peabody Awards?,Institutional Peabody,1,"In 2013, the Peabody Awards honoured Doctor Who with an Institutional Peabody ""for evolving with technology and the times like nothing else in the known television universe.""",What award did Doctor Who receive in 2013 from the Peabody Awards?,Institutional Peabody,1,"In 2013, the Peabody Awards honoured Doctor Who with an Institutional Peabody ""for evolving with technology and the times like nothing else in the known television universe.""",What award did Doctor Who receive from the Peabody Awards in 2013?,Institutional Peabody,1
ctx_validation_197,1,1,"In India, private schools are called independent schools, but since some private schools receive financial aid from the government, it can be an aided or an unaided school.","What term is used for private schools in India, and how does receiving government financial aid affect whether they are classified as aided or unaided?",Independent schools in India are referred to as private schools. Receiving government financial aid makes them aided schools.,1,"In India, private schools are called independent schools, but since some private schools receive financial aid from the government, it can be an aided or an unaided school.","What term describes private schools in India, even though they may receive financial aid from the government?",independent schools,1,"In India, private schools are called independent schools, but since some private schools receive financial aid from the government, it can be an aided or an unaided school.",What term describes private schools in India?,independent schools,1
ctx_validation_198,1,1,"All the incidental music for the 2005 revived series has been composed by Murray Gold and Ben Foster and has been performed by the BBC National Orchestra of Wales from the 2005 Christmas episode ""The Christmas Invasion"" onwards.",Who composed all the incidental music for the 2005 revived series?,Murray Gold and Ben Foster,1,"All the incidental music for the 2005 revived series has been composed by Murray Gold and Ben Foster and has been performed by the BBC National Orchestra of Wales from the 2005 Christmas episode ""The Christmas Invasion"" onwards.",Who composed all the incidental music for the 2005 revived series?,Murray Gold and Ben Foster,1,"All the incidental music for the 2005 revived series has been composed by Murray Gold and Ben Foster and has been performed by the BBC National Orchestra of Wales from the 2005 Christmas episode ""The Christmas Invasion"" onwards.",Who composed all the incidental music for the 2005 revived series?,Murray Gold and Ben Foster,1
ctx_validation_199,1,1,Building construction is the process of adding structure to real property or construction of buildings.,What is the primary focus of building construction?,Adding structure to real property or construction of buildings,1,Building construction is the process of adding structure to real property or construction of buildings.,What is described as the process of adding structure to real property or constructing buildings?,Building construction,1,"The majority of building construction jobs are small renovations, such as addition of a room, or renovation of a bathroom.",What type of building construction job is most commonly found?,small renovations,1
ctx_validation_2,1,1,"Federal safety standards, such as NHTSA Federal Motor Vehicle Safety Standard 215 (pertaining to safety bumpers), and compacts like the 1974 Mustang I were a prelude to the DOT ""downsize"" revision of vehicle categories.",What did federal safety standards and compact vehicles pave the way for regarding vehicle categories?,"DOT ""downsize"" revision of vehicle categories",1,"Federal safety standards, such as NHTSA Federal Motor Vehicle Safety Standard 215 (pertaining to safety bumpers), and compacts like the 1974 Mustang I were a prelude to the DOT ""downsize"" revision of vehicle categories.",What factors led to the downsize revision of vehicle categories by the DOT?,Federal safety standards and compact vehicles,1,"Federal safety standards, such as NHTSA Federal Motor Vehicle Safety Standard 215 (pertaining to safety bumpers), and compacts like the 1974 Mustang I were a prelude to the DOT ""downsize"" revision of vehicle categories.",What did federal safety standards and compact vehicles like the 1974 Mustang I serve as a precursor to?,"DOT ""downsize"" revision of vehicle categories",1
ctx_validation_20,1,1,"The earliest known movie featuring some exterior scenes filmed in the city is On the Night of the Fire (1939), though by and large the action is studio-bound.",What is the earliest known movie featuring some exterior scenes filmed in the city?,On the Night of the Fire (1939),1,"The earliest known movie featuring some exterior scenes filmed in the city is On the Night of the Fire (1939), though by and large the action is studio-bound.",What is the earliest known movie featuring some exterior scenes filmed in the city?,On the Night of the Fire (1939),1,"The earliest known movie featuring some exterior scenes filmed in the city is On the Night of the Fire (1939), though by and large the action is studio-bound.",What is the earliest known movie featuring some exterior scenes filmed in the city?,On the Night of the Fire (1939),1
ctx_validation_21,1,1,"In 2002, the Museum acquired the Costiff collection of 178 Vivienne Westwood costumes.",What year did the Museum acquire the Costiff collection consisting of 178 Vivienne Westwood costumes?,2002,1,"In 2002, the Museum acquired the Costiff collection of 178 Vivienne Westwood costumes.",When did the Museum acquire the Costiff collection of Vivienne Westwood costumes?,2002,1,"Other famous designers with work in the collection include Coco Chanel, Hubert de Givenchy, Christian Dior, Cristóbal Balenciaga, Yves Saint Laurent, Guy Laroche, Irene Galitzine, Mila Schön, Valentino Garavani, Norman Norell, Norman Hartnell, Zandra Rhodes, Hardy Amies, Mary Quant, Christian Lacroix, Jean Muir and Pierre Cardin.",What other famous designers besides Vivienne Westwood have their work included in the Museum's collection?,"Coco Chanel, Hubert de Givenchy, Christian Dior, Cristóbal Balenciaga, Yves Saint Laurent, Guy Laroche, Irene Galitzine, Mila Schön,",1
ctx_validation_22,1,1,"Tesla could be harsh at times and openly expressed disgust for overweight people, such as when he fired a secretary because of her weight.:110 He was quick to criticize clothing; on several occasions, Tesla directed a subordinate to go home and change her dress.:33",What specific incident involving Tesla's criticism of overweight individuals did he mention?,firing a secretary because of her weight,1,"Tesla could be harsh at times and openly expressed disgust for overweight people, such as when he fired a secretary because of her weight.:110 He was quick to criticize clothing; on several occasions, Tesla directed a subordinate to go home and change her dress.:33",What specific incident involving Tesla's criticism of overweight individuals can be found in pages 110 and 33 of his writings?,Firing a secretary due to her weight,1,"Tesla could be harsh at times and openly expressed disgust for overweight people, such as when he fired a secretary because of her weight.:110 He was quick to criticize clothing; on several occasions, Tesla directed a subordinate to go home and change her dress.:33",What specific incident involving Tesla's criticism of overweight individuals can be found in pages 110 and 33?,Firing a secretary due to her weight,1
ctx_validation_23,1,1,"Since, in most flowering plants, chloroplasts are not inherited from the male parent, transgenes in these plastids cannot be disseminated by pollen.",Why can't transgenes spread through pollen in most flowering plants?,chloroplasts are not inherited from the male parent,1,"Since, in most flowering plants, chloroplasts are not inherited from the male parent, transgenes in these plastids cannot be disseminated by pollen.",Why can't transgenes spread through pollen in most flowering plants?,chloroplasts are not inherited from the male parent,1,"Since, in most flowering plants, chloroplasts are not inherited from the male parent, transgenes in these plastids cannot be disseminated by pollen.",Why can't transgenes spread through pollen in most flowering plants?,chloroplasts are not inherited from the male parent,1
ctx_validation_24,1,1,"In the arts and entertainment, minimalist composer Philip Glass, dancer, choreographer and leader in the field of dance anthropology Katherine Dunham, Bungie founder and developer of the Halo video game series Alex Seropian, Serial host Sarah Koenig, actor Ed Asner, Pulitzer Prize for Criticism winning film critic and the subject of the 2014 documentary film Life Itself Roger Ebert, director, writer, and comedian Mike Nichols, film director and screenwriter Philip Kaufman, and Carl Van Vechten, photographer and writer, are graduates.",Who graduated from an educational institution?,"Philip Glass, Katherine Dunham, Alex Seropian, Sarah Koenig, Ed Asner, Roger Ebert, Mike Nichols, and Carl Van Vechten",1,"In the arts and entertainment, minimalist composer Philip Glass, dancer, choreographer and leader in the field of dance anthropology Katherine Dunham, Bungie founder and developer of the Halo video game series Alex Seropian, Serial host Sarah Koenig, actor Ed Asner, Pulitzer Prize for Criticism winning film critic and the subject of the 2014 documentary film Life Itself Roger Ebert, director, writer, and comedian Mike Nichols, film director and screenwriter Philip Kaufman, and Carl Van Vechten, photographer and writer, are graduates.",Who among these individuals graduated from an educational institution?,"Philip Glass, Katherine Dunham, Alex Seropian, Sarah Koenig, Ed Asner, Roger Ebert, Mike Nichols, and Carl Van Vechten",1,"In the arts and entertainment, minimalist composer Philip Glass, dancer, choreographer and leader in the field of dance anthropology Katherine Dunham, Bungie founder and developer of the Halo video game series Alex Seropian, Serial host Sarah Koenig, actor Ed Asner, Pulitzer Prize for Criticism winning film critic and the subject of the 2014 documentary film Life Itself Roger Ebert, director, writer, and comedian Mike Nichols, film director and screenwriter Philip Kaufman, and Carl Van Vechten, photographer and writer, are graduates.",Who graduated from an educational institution?,"Philip Glass, Katherine Dunham, Alex Seropian, Sarah Koenig, Ed Asner, Roger Ebert, Mike Nichols, and Carl Van Vechten",1
ctx_validation_25,1,1,"Like mitochondria, chloroplasts use the potential energy stored in an H+, or hydrogen ion gradient to generate ATP energy.",What process do chloroplasts use to generate ATP energy?,Chloroplasts use the potential energy stored in an H+ (hydrogen ion) gradient to generate ATP energy.,1,"Like mitochondria, chloroplasts use the potential energy stored in an H+, or hydrogen ion gradient to generate ATP energy.",What process do chloroplasts use to generate ATP energy?,Chloroplasts use the potential energy stored in an H+ (hydrogen ion) gradient to generate ATP energy.,1,"Like mitochondria, chloroplasts use the potential energy stored in an H+, or hydrogen ion gradient to generate ATP energy.",What process do chloroplasts use to generate ATP energy?,Chloroplasts use the potential energy stored in an H+ (hydrogen ion) gradient to generate ATP energy.,1
ctx_validation_26,1,1,"Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country.",What does Southern California have that makes it stand out among other major regions in terms of its diverse landscape?,its diverse landscape,0,"Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country.",What does Southern California have that makes it stand out among other major regions in terms of its diverse landscape?,its diverse landscape,0,"Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country.",What does Southern California have that makes it stand out among other major regions in terms of its diverse landscape?,its diverse landscape,0
ctx_validation_27,1,1,"The term ""Imperialism"" was originally introduced into English in its present sense in the late 1870s by opponents of the allegedly aggressive and ostentatious imperial policies of British prime Minister Benjamin Disraeli.","When did the term ""Imperialism"" enter its current usage?",late 1870s,1,"The term ""Imperialism"" was originally introduced into English in its present sense in the late 1870s by opponents of the allegedly aggressive and ostentatious imperial policies of British prime Minister Benjamin Disraeli.","When did the term ""Imperialism"" enter its current usage?",late 1870s,1,"The term ""Imperialism"" was originally introduced into English in its present sense in the late 1870s by opponents of the allegedly aggressive and ostentatious imperial policies of British prime Minister Benjamin Disraeli.","When did the term ""Imperialism"" first gain its current usage?",late 1870s,1
ctx_validation_28,1,1,"A term used originally in derision, Huguenot has unclear origins.",What does the term Huguenot refer to historically?,"Historically, the term Huguenot referred to individuals who were part of the Protestant Reformation movement, particularly those associated with the French Calvinist church.",0,"A term used originally in derision, Huguenot has unclear origins.",What does the term Huguenot refer to historically?,"Historically, the term Huguenot referred to individuals who were part of the Protestant Reformation movement, particularly those associated with the French Calvinist church.",0,"The nickname may have been a combined reference to the Swiss politician Besançon Hugues (died 1532) and the religiously conflicted nature of Swiss republicanism in his time, using a clever derogatory pun on the name Hugues by way of the Dutch word Huisgenoten (literally housemates), referring to the connotations of a somewhat related word in German Eidgenosse (Confederates as in ""a citizen of one of the states of the Swiss Confederacy"").",What theory suggests that the nickname Huguenot might have originated from combining references to the Swiss politician Besançon Hugues and the religiously conflicted nature of Swiss republicanism?,The nickname may have been a combined reference to the Swiss politician Besançon Hugues and the religiously conflicted nature of Swiss republicanism.,1
ctx_validation_29,1,1,"""The Islamic State"", formerly known as the ""Islamic State of Iraq and the Levant"" and before that as the ""Islamic State of Iraq"", (and called the acronym Daesh by its many detractors), is a Wahhabi/Salafi jihadist extremist militant group which is led by and mainly composed of Sunni Arabs from Iraq and Syria.",What organization is described in the given passage?,The Islamic State,1,"""The Islamic State"", formerly known as the ""Islamic State of Iraq and the Levant"" and before that as the ""Islamic State of Iraq"", (and called the acronym Daesh by its many detractors), is a Wahhabi/Salafi jihadist extremist militant group which is led by and mainly composed of Sunni Arabs from Iraq and Syria.",What organization is described in the given passage?,The Islamic State,1,"In 2014, the group proclaimed itself a caliphate, with religious, political and military authority over all Muslims worldwide.",In what year did the Islamic State proclaim itself a caliphate?,2014,1
ctx_validation_3,1,0,"He was a man who knew that the good laws and rules lived longer than fancy palaces,"" Elbegdorj said in his speech on the 850th anniversary of Chinggis Khaan's birth.",What did President Tsakhiagiin Elbegdorj say about Genghis Khan regarding the importance of laws?,President Tsakhiagiin Elbegdorj saw Genghis Khan as a leader from whom to learn for anti-corruption efforts due to his emphasis on equal protection under the law for all,0,"He was a man who knew that the good laws and rules lived longer than fancy palaces,"" Elbegdorj said in his speech on the 850th anniversary of Chinggis Khaan's birth.",What did President Tsakhiagiin Elbegdorj say about Genghis Khan regarding the importance of laws?,President Tsakhiagiin Elbegdorj saw Genghis Khan as a leader from whom to learn for anti-corruption efforts due to his emphasis on equal protection under the law for all,0,Genghis Khan is regarded as one of the prominent leaders in Mongolia's history.,Who is considered one of the prominent leaders in Mongolia's history?,Genghis Khan,1
ctx_validation_30,1,1,"Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines. #",What other important complexity classes besides those mentioned are defined using specific types of computational models?,"AC and NC, BQP and QMA, #P, IP and AM, ALL",1,"Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines. #","What other important complexity classes besides P, NP, and co-NP are mentioned in the passage?","BPP, ZPP, RP, AC, NC, BQP, QMA, #P, IP, AM, ALL",1,"Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines. #",What other important complexity classes besides P are mentioned in the passage?,"BPP, ZPP, RP, AC, NC, BQP, QMA, #P, IP, AM, ALL",1
ctx_validation_31,1,1,"In December 2014, President Uhuru Kenyatta signed a Security Laws Amendment Bill, which supporters of the law suggested was necessary to guard against armed groups.",When did President Uhuru Kenyatta sign the Security Laws Amendment Bill?,December 2014,1,"In December 2014, President Uhuru Kenyatta signed a Security Laws Amendment Bill, which supporters of the law suggested was necessary to guard against armed groups.",When did President Uhuru Kenyatta sign the Security Laws Amendment Bill?,December 2014,1,"Opposition politicians, human rights groups, and nine Western countries criticised the security bill, arguing that it infringed on democratic freedoms.",What groups criticized the security laws amendment bill?,"Opposition politicians, human rights groups, and nine Western countries",1
ctx_validation_32,1,1,"When he was criticised for inserting the word ""alone"" after ""faith"" in Romans 3:28, he replied in part: ""[T]he text itself and the meaning of St. Paul urgently require and demand it.","What did Luther reply in response to criticism regarding the insertion of the word ""alone"" after ""faith"" in Romans 3:28?","""The text itself and the meaning of St. Paul urgently require and demand it. For in that very passage he is dealing with the main point of Christian doctrine, namely, that we are justified by faith",1,"When he was criticised for inserting the word ""alone"" after ""faith"" in Romans 3:28, he replied in part: ""[T]he text itself and the meaning of St. Paul urgently require and demand it.","What did Luther reply in response to criticism regarding the insertion of the word ""alone"" after ""faith"" in Romans 3:28?","""The text itself and the meaning of St. Paul urgently require and demand it. For in that very passage he is dealing with the main point of Christian doctrine, namely, that we are justified by faith",1,He continued to work on refining the translation until the end of his life.,What did Martin Luther continue doing throughout his lifetime regarding the Bible translation?,refining the translation,1
ctx_validation_33,1,1,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",What was the reason for most early Greeks not considering 1 to be a number?,"They did not consider 1 to be a number because most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",1,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",What was the reason for most early Greeks not considering 1 to be a number?,"They did not consider 1 to be a number because most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",1,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",What was the primary reason for most early Greeks not considering 1 to be a number?,"They did not consider 1 to be a number because most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime.",1
ctx_validation_34,1,1,John Dalton's original atomic hypothesis assumed that all elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,What did John Dalton assume about elements and their compounds?,All elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,1,John Dalton's original atomic hypothesis assumed that all elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,What did John Dalton assume about elements and their compounds?,All elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,1,John Dalton's original atomic hypothesis assumed that all elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,What did John Dalton assume about elements and their compounds?,All elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another.,1
ctx_validation_35,1,1,"In the spring of 1753, Paul Marin de la Malgue was given command of a 2,000-man force of Troupes de la Marine and Indians.",When did Paul Marin de la Malgue receive his command?,spring of 1753,1,"In the spring of 1753, Paul Marin de la Malgue was given command of a 2,000-man force of Troupes de la Marine and Indians.",When did Paul Marin de la Malgue receive his command?,spring of 1753,1,His orders were to protect the King's land in the Ohio Valley from the British.,What was Paul Marin de la Malgue's primary mission during his command?,To protect the King's land in the Ohio Valley from the British.,1
ctx_validation_36,1,1,"The actual term ""regeneration"" was not initially conceived of until the Doctor's third on-screen regeneration however; Hartnell's Doctor had merely described undergoing a ""renewal,"" and the Second Doctor underwent a ""change of appearance"".[citation needed] The device has allowed for the recasting of the actor various times in the show's history, as well as the depiction of alternative Doctors either from the Doctor's relative past or future.[citation needed]","When did the actual term ""regeneration"" become widely used in relation to the Doctor?","The actual term ""regeneration"" became widely used in relation to the Doctor after his third regeneration.",1,"The actual term ""regeneration"" was not initially conceived of until the Doctor's third on-screen regeneration however; Hartnell's Doctor had merely described undergoing a ""renewal,"" and the Second Doctor underwent a ""change of appearance"".[citation needed] The device has allowed for the recasting of the actor various times in the show's history, as well as the depiction of alternative Doctors either from the Doctor's relative past or future.[citation needed]","When did the actual term ""regeneration"" become widely used in relation to the Doctor?","The actual term ""regeneration"" became widely used in relation to the Doctor after his third regeneration.",1,Producers introduced the concept of regeneration to permit the recasting of the main character.,What did producers introduce to allow for the recasting of the main character?,producers introduced the concept of regeneration,1
ctx_validation_37,1,1,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs.",What aspect of consultant pharmacy practice does it focus more on compared to actual drug dispensing?,Medication regimen review,1,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs.",What aspect of consultant pharmacy practice does it focus more on compared to actual drug dispensing?,Medication regimen review,1,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs.",What aspect of consultant pharmacy practice does it emphasize more compared to drug dispensing?,Medication regimen review,1
ctx_validation_38,1,1,"One of the more unusual collections is that of Eadweard Muybridge's photographs of Animal Locomotion of 1887, this consists of 781 plates.",What collection features 781 plates of photographs capturing animal locomotion?,Eadweard Muybridge's photographs of Animal Locomotion,1,"One of the more unusual collections is that of Eadweard Muybridge's photographs of Animal Locomotion of 1887, this consists of 781 plates.",What collection features 781 plates consisting of photographs capturing animal locomotion?,Eadweard Muybridge's photographs of Animal Locomotion,1,"One of the more unusual collections is that of Eadweard Muybridge's photographs of Animal Locomotion of 1887, this consists of 781 plates.",What collection features 781 plates consisting of photographs capturing animal locomotion?,Eadweard Muybridge's photographs of Animal Locomotion,1
ctx_validation_39,1,1,"This vibrant and culturally diverse area of retail businesses and residences experienced a renewal after a significant decline in the late 1960s and 1970s.[citation needed] After decades of neglect and suburban flight, the neighborhood revival followed the re-opening of the Tower Theatre in the late 1970s, which at that time showed second and third run movies, along with classic films.",What event marked the beginning of the revitalization of this vibrant and culturally diverse area?,The re-opening of the Tower Theatre in the late 1970s,1,"This vibrant and culturally diverse area of retail businesses and residences experienced a renewal after a significant decline in the late 1960s and 1970s.[citation needed] After decades of neglect and suburban flight, the neighborhood revival followed the re-opening of the Tower Theatre in the late 1970s, which at that time showed second and third run movies, along with classic films.",What event marked the beginning of the revitalization process for this area?,The re-opening of the Tower Theatre in the late 1970s,1,"This vibrant and culturally diverse area of retail businesses and residences experienced a renewal after a significant decline in the late 1960s and 1970s.[citation needed] After decades of neglect and suburban flight, the neighborhood revival followed the re-opening of the Tower Theatre in the late 1970s, which at that time showed second and third run movies, along with classic films.",What event marked the beginning of the revitalization process for this area?,The re-opening of the Tower Theatre in the late 1970s,1
ctx_validation_4,1,1,"While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story.",What happened during the secondary endosymbiotic event that led to the formation of secondary chloroplasts?,"A nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it, resulting in the formation of secondary chloroplasts with additional membranes.",1,"While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story.",What explains why secondary chloroplasts have more than two membranes compared to primary chloroplasts?,"The engulfed alga was broken down, leaving only its chloroplast, and sometimes its cell membrane and nucleus, forming a chloroplast with three or four membranes.",0,"While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story.",What explains why secondary chloroplasts have more than two membranes compared to primary chloroplasts?,"The engulfed alga was broken down, leaving only its chloroplast, and sometimes its cell membrane and nucleus, forming a chloroplast with three or four membranes.",0
ctx_validation_40,1,1,"The Victoria and Albert Museum (often abbreviated as the V&A), London, is the world's largest museum of decorative arts and design, housing a permanent collection of over 4.5 million objects.",What does the Victoria and Albert Museum (V&A) primarily focus on?,decorative arts and design,1,"The Victoria and Albert Museum (often abbreviated as the V&A), London, is the world's largest museum of decorative arts and design, housing a permanent collection of over 4.5 million objects.",What does the Victoria and Albert Museum (V&A) primarily focus on?,decorative arts and design,1,"The Victoria and Albert Museum (often abbreviated as the V&A), London, is the world's largest museum of decorative arts and design, housing a permanent collection of over 4.5 million objects.",What does the Victoria and Albert Museum (V&A) primarily focus on?,decorative arts and design,1
ctx_validation_41,1,0,Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early nineteenth century.,What type of schools in South Africa have roots dating back to the early nineteenth century?,private church schools,1,Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early nineteenth century.,What type of schools in South Africa have roots dating back to the early nineteenth century?,private church schools,1,The private sector has grown ever since.,What has been happening with the private sector in South Africa?,The private sector has grown ever since.,1
ctx_validation_42,1,1,"If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2).",What does Cobham-Edmonds thesis state about the relationship between time complexities in different computational models?,"Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related.""",1,"If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2).",What does Cobham-Edmonds thesis state about the relationship between time complexities in different computational models?,"Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related.""",1,But bounding the computation time above by some concrete function f(n) often yields complexity classes that depend on the chosen machine model.,What phenomenon does the given statement describe regarding computational complexity?,The phenomenon described is that different models of computation may yield varying complexity classes depending on how computation time is bounded.,1
ctx_validation_43,1,1,"Their defeat by the Swabian League at the Battle of Frankenhausen on 15 May 1525, followed by Müntzer's execution, brought the revolutionary stage of the Reformation to a close.",What event marked the end of the revolutionary stage of the Reformation?,Battle of Frankenhausen,1,"Their defeat by the Swabian League at the Battle of Frankenhausen on 15 May 1525, followed by Müntzer's execution, brought the revolutionary stage of the Reformation to a close.",What event marked the end of the revolutionary stage of the Reformation?,Battle of Frankenhausen,1,"Without Luther's backing for the uprising, many rebels laid down their weapons; others felt betrayed.",What happened to many rebels when they lacked support from Luther?,They laid down their weapons or felt betrayed.,1
